title,released_year,duration,genre,description,Rated,Released,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes,imdbID,Type,BoxOffice,totalSeasons,imageid,format
Bodyguard,2011,2h 5m,Action,"A bodyguard falls in love with a woman over the phone, without realising that she is actually the woman he is protecting.",Not Rated,31 Aug 2011,130 min,Siddique,"J.P. Chowksey, Kiran Kotrial, Siddique","Salman Khan, Kareena Kapoor, Raj Babbar","Reading from a diary, a lad comes to know about a nobleman from Jaisinghpur, Sartaj Rana, who invited the wrath of the Mhatre brothers, Ranjan and Vikrant, by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened, he hires Lovely as a bodyguard for his collegian daughter, Divya, and her friend, Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman, Chhaya, who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar, Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself, who believes that Lovely is attempting to elope with his daughter.",Hindi,India,19 wins & 32 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""29%""}, {""Source"": ""Metacritic"", ""Value"": ""41/100""}]",4.7,"28,596",tt1729637,movie,₹15.23 Cr,,103,jpg
Bodyguard,2011,2h 5m,Drama,"A bodyguard falls in love with a woman over the phone, without realising that she is actually the woman he is protecting.",Not Rated,31 Aug 2011,130 min,Siddique,"J.P. Chowksey, Kiran Kotrial, Siddique","Salman Khan, Kareena Kapoor, Raj Babbar","Reading from a diary, a lad comes to know about a nobleman from Jaisinghpur, Sartaj Rana, who invited the wrath of the Mhatre brothers, Ranjan and Vikrant, by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened, he hires Lovely as a bodyguard for his collegian daughter, Divya, and her friend, Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman, Chhaya, who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar, Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself, who believes that Lovely is attempting to elope with his daughter.",Hindi,India,19 wins & 32 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""29%""}, {""Source"": ""Metacritic"", ""Value"": ""41/100""}]",4.7,"28,596",tt1729637,movie,₹15.23 Cr,,103,jpg
Bodyguard,2011,2h 5m,Romance,"A bodyguard falls in love with a woman over the phone, without realising that she is actually the woman he is protecting.",Not Rated,31 Aug 2011,130 min,Siddique,"J.P. Chowksey, Kiran Kotrial, Siddique","Salman Khan, Kareena Kapoor, Raj Babbar","Reading from a diary, a lad comes to know about a nobleman from Jaisinghpur, Sartaj Rana, who invited the wrath of the Mhatre brothers, Ranjan and Vikrant, by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened, he hires Lovely as a bodyguard for his collegian daughter, Divya, and her friend, Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman, Chhaya, who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar, Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself, who believes that Lovely is attempting to elope with his daughter.",Hindi,India,19 wins & 32 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""29%""}, {""Source"": ""Metacritic"", ""Value"": ""41/100""}]",4.7,"28,596",tt1729637,movie,₹15.23 Cr,,103,jpg
Bodyguard,2011,2h 5m,Action,"A bodyguard falls in love with a woman over the phone, without realising that she is actually the woman he is protecting.",Not Rated,31 Aug 2011,130 min,Siddique,"J.P. Chowksey, Kiran Kotrial, Siddique","Salman Khan, Kareena Kapoor, Raj Babbar","Reading from a diary, a lad comes to know about a nobleman from Jaisinghpur, Sartaj Rana, who invited the wrath of the Mhatre brothers, Ranjan and Vikrant, by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened, he hires Lovely as a bodyguard for his collegian daughter, Divya, and her friend, Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman, Chhaya, who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar, Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself, who believes that Lovely is attempting to elope with his daughter.",English,India,19 wins & 32 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""29%""}, {""Source"": ""Metacritic"", ""Value"": ""41/100""}]",4.7,"28,596",tt1729637,movie,₹15.23 Cr,,103,jpg
Bodyguard,2011,2h 5m,Drama,"A bodyguard falls in love with a woman over the phone, without realising that she is actually the woman he is protecting.",Not Rated,31 Aug 2011,130 min,Siddique,"J.P. Chowksey, Kiran Kotrial, Siddique","Salman Khan, Kareena Kapoor, Raj Babbar","Reading from a diary, a lad comes to know about a nobleman from Jaisinghpur, Sartaj Rana, who invited the wrath of the Mhatre brothers, Ranjan and Vikrant, by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened, he hires Lovely as a bodyguard for his collegian daughter, Divya, and her friend, Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman, Chhaya, who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar, Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself, who believes that Lovely is attempting to elope with his daughter.",English,India,19 wins & 32 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""29%""}, {""Source"": ""Metacritic"", ""Value"": ""41/100""}]",4.7,"28,596",tt1729637,movie,₹15.23 Cr,,103,jpg
Bodyguard,2011,2h 5m,Romance,"A bodyguard falls in love with a woman over the phone, without realising that she is actually the woman he is protecting.",Not Rated,31 Aug 2011,130 min,Siddique,"J.P. Chowksey, Kiran Kotrial, Siddique","Salman Khan, Kareena Kapoor, Raj Babbar","Reading from a diary, a lad comes to know about a nobleman from Jaisinghpur, Sartaj Rana, who invited the wrath of the Mhatre brothers, Ranjan and Vikrant, by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened, he hires Lovely as a bodyguard for his collegian daughter, Divya, and her friend, Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman, Chhaya, who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar, Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself, who believes that Lovely is attempting to elope with his daughter.",English,India,19 wins & 32 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""29%""}, {""Source"": ""Metacritic"", ""Value"": ""41/100""}]",4.7,"28,596",tt1729637,movie,₹15.23 Cr,,103,jpg
Ready,2011,2h 18m,Comedy,"Prem and his family devise a strategy to reform his girlfriend, Sanjana’s mafia uncles who want to inherit her wealth.",Not Rated,03 Jun 2011,145 min,Anees Bazmee,"Rajan Agarwal, Ikram Akhtar, Nisar Akhtar","Salman Khan, Asin, Paresh Rawal","In Thailand, Prem is the heir to his family's business empire. His father wants him to get married. But Prem is enjoying bachelorhood, until a case of mixed-up identities leads him to runaway bride Sanjanna. Sanjanna is an orphan and her greedy feuding uncles want to get their hands on her inheritance. Returning to India, Prem and his family concoct a grand scheme to win hearts and take home the bride...",Hindi,India,6 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""30%""}]",4.9,"21,342",tt1708532,movie,₹7.93 Cr,,104,jpg
Ready,2011,2h 18m,Action,"Prem and his family devise a strategy to reform his girlfriend, Sanjana’s mafia uncles who want to inherit her wealth.",Not Rated,03 Jun 2011,145 min,Anees Bazmee,"Rajan Agarwal, Ikram Akhtar, Nisar Akhtar","Salman Khan, Asin, Paresh Rawal","In Thailand, Prem is the heir to his family's business empire. His father wants him to get married. But Prem is enjoying bachelorhood, until a case of mixed-up identities leads him to runaway bride Sanjanna. Sanjanna is an orphan and her greedy feuding uncles want to get their hands on her inheritance. Returning to India, Prem and his family concoct a grand scheme to win hearts and take home the bride...",Hindi,India,6 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""30%""}]",4.9,"21,342",tt1708532,movie,₹7.93 Cr,,104,jpg
Ready,2011,2h 18m,Romance,"Prem and his family devise a strategy to reform his girlfriend, Sanjana’s mafia uncles who want to inherit her wealth.",Not Rated,03 Jun 2011,145 min,Anees Bazmee,"Rajan Agarwal, Ikram Akhtar, Nisar Akhtar","Salman Khan, Asin, Paresh Rawal","In Thailand, Prem is the heir to his family's business empire. His father wants him to get married. But Prem is enjoying bachelorhood, until a case of mixed-up identities leads him to runaway bride Sanjanna. Sanjanna is an orphan and her greedy feuding uncles want to get their hands on her inheritance. Returning to India, Prem and his family concoct a grand scheme to win hearts and take home the bride...",Hindi,India,6 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""30%""}]",4.9,"21,342",tt1708532,movie,₹7.93 Cr,,104,jpg
Ready,2011,2h 18m,Comedy,"Prem and his family devise a strategy to reform his girlfriend, Sanjana’s mafia uncles who want to inherit her wealth.",Not Rated,03 Jun 2011,145 min,Anees Bazmee,"Rajan Agarwal, Ikram Akhtar, Nisar Akhtar","Salman Khan, Asin, Paresh Rawal","In Thailand, Prem is the heir to his family's business empire. His father wants him to get married. But Prem is enjoying bachelorhood, until a case of mixed-up identities leads him to runaway bride Sanjanna. Sanjanna is an orphan and her greedy feuding uncles want to get their hands on her inheritance. Returning to India, Prem and his family concoct a grand scheme to win hearts and take home the bride...",English,India,6 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""30%""}]",4.9,"21,342",tt1708532,movie,₹7.93 Cr,,104,jpg
